customer_id,customer_name,email,city,signup_date,quality_flag
CUST-00059,Jia Yang,jia.yang59@example-mail.com,Taichung,2026-01-21,False
CUST-00049,Jamie Chang,jamie.chang49@example-mail.com,Kaohsiung,2024-12-16,False
CUST-00089,Riley Huang,riley.huang89@example-mail.com,Taichung,2023-12-16,False
CUST-00022,Jamie Chen,jamie.chen22@example-mail.com,Taichung,2024-08-04,False
CUST-00058,Hao Huang,hao.huang58@example-mail.com,Taoyuan,2024-09-21,False
CUST-00161,Jordan Kao,jordan.kao161@example-mail.com,Taipei,2023-12-22,False
CUST-00197,Alex Chang,alex.chang197@example-mail.com,Tainan,2023-03-11,False
CUST-00130,Rui Yang,rui.yang130@example-mail.com,Taichung,2023-01-28,False
CUST-00038,Alex Wang,alex.wang38@example-mail.com,,2024-06-09,True
CUST-00158,Casey Wu,casey.wu158@example-mail.com,Hsinchu,2024-08-12,True
CUST-00193,Xin Wu,xin.wu193@example-mail.com,Taichung,2022-06-27,False
CUST-00002,Hao Chen,hao.chen2@example-mail.com,Taichung,2026-02-17,False
CUST-00053,Hui Chen,hui.chen53@example-mail.com,Taichung,2022-05-12,False
CUST-00150,Casey Yang,casey.yang150@example-mail.com,Tainan,2022-11-22,False
CUST-00131,Casey Liu,casey.liu131@example-mail.com,Taoyuan,2026-03-13,False
CUST-00152,Hao Huang,hao.huang152@example-mail.com,Hsinchu,2024-09-19,False
CUST-00104,Ming Yang,ming.yang104@example-mail.com,Taipei,2024-01-27,False
CUST-00100,Xin Lin,xin.lin100@example-mail.com,Taipei,2023-11-15,False
CUST-00117,Chen Huang,chen.huang117@example-mail.com,Kaohsiung,2025-08-06,False
CUST-00088,Hui Wang,hui.wang88@example-mail.com,Hsinchu,2023-03-13,False
CUST-00075,Jamie Kao,jamie.kao75@example-mail.com,Taichung,2023-01-24,False
CUST-00122,Alex Liu,alex.liu122@example-mail.com,Hsinchu,2024-11-13,False
CUST-00029,Ming Chen,ming.chen29@example-mail.com,Taoyuan,2025-02-23,True
CUST-00021,Chen Hsu,chen.hsu21@example-mail.com,Taoyuan,2022-12-17,False
CUST-00189,Hui Liu,hui.liu189@example-mail.com,,2025-07-25,False
CUST-00072,Jordan Lin,jordan.lin72@example-mail.com,Taichung,2024-02-16,False
CUST-00107,Sam Chen,sam.chen107@example-mail.com,Taoyuan,2023-05-27,False
CUST-00015,Sam Hsu,sam.hsu15@example-mail.com,Taichung,2025-12-13,False
CUST-00093,Wei Yang,wei.yang93@example-mail.com,Kaohsiung,2025-09-20,False
CUST-00180,Hui Chang,hui.chang180@example-mail.com,Kaohsiung,2022-08-10,False
CUST-00103,Jamie Lin,jamie.lin103@example-mail.com,Taipei,2022-06-04,False
